"n","n1","n2","n3","m1","m2","m3","s1","s2","s3","sk1","sk2","sk3","rdist","correl","par1_1","par2_1","par1_2","par2_2","st","wt","npbtt","wrst","ptt","ptta","ptte","pt","anov","kw","pft","npbft","n_simulations","nboot","conf","cellblock","runcode"
NA,6,15,NA,5,6,NA,1.1342769,2.1297812,NA,-1.630732,0.9524893,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.3,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726151637_2V5wE"
NA,15,14,NA,9,10,NA,2.2394364,1.9991386,NA,1.5580527,-0.14429156,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726151719_KoDkq"
NA,5,13,NA,6,6,NA,1.757766,3.787973,NA,-0.8413087,0.22637437,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726151743_q0y6m"
NA,15,14,NA,8,5,NA,4.3841953,1.7836623,NA,1.8101557,0.9282,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726151825_mTXEi"
NA,6,11,NA,10,9,NA,4.0868764,4.523715,NA,0.4921225,1.8310931,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726151851_RTM7k"
NA,14,10,NA,10,10,NA,2.6844587,2.822618,NA,1.1136571,1.0942299,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726151933_3Nakh"
NA,11,12,NA,8,9,NA,1.6962142,3.5177383,NA,-0.76282865,-0.9085633,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726151959_vh1wR"
NA,10,15,NA,9,8,NA,2.6399307,2.0031168,NA,1.4209051,1.7782958,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152040_BKCCO"
NA,8,13,NA,9,9,NA,2.7824466,4.9102926,NA,0.3627643,0.3236661,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152105_hHDCu"
NA,8,7,NA,8,7,NA,3.3929276,1.7983974,NA,1.7864708,-1.9785844,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152147_v3Gu6"
NA,7,7,NA,6,6,NA,3.2997856,1.6484301,NA,1.4560317,0.3982837,NA,NA,NA,NA,NA,NA,NA,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152211_TGyQS"
NA,6,6,NA,9,7,NA,4.461192,1.120058,NA,-0.04207225,0.6838154,NA,NA,NA,NA,NA,NA,NA,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152343_t3eD7"
NA,13,14,NA,5,10,NA,1.7409989,4.641651,NA,0.7022146,-1.7807764,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152408_FNBaf"
NA,14,8,NA,6,6,NA,1.9250325,2.1469295,NA,0.040486764,-1.7152601,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152450_Dr7CI"
NA,10,7,NA,10,7,NA,3.7313824,4.17585,NA,0.38726762,1.5307921,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152514_Ex8PO"
NA,4,6,NA,5,7,NA,2.8792877,3.1536777,NA,-1.645556,-0.077464156,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152557_SY8bT"
NA,7,12,NA,9,9,NA,4.1346855,1.9413959,NA,0.5297281,-1.6221945,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152621_enVQK"
NA,8,15,NA,6,6,NA,1.3123202,4.4596524,NA,-1.5869586,-0.4189021,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152820_W4SsX"
NA,3,14,NA,6,6,NA,3.3986106,2.2969446,NA,-1.1325277,1.5283935,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,0.2,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152845_cg7v5"
NA,12,6,NA,7,8,NA,3.774519,4.587172,NA,1.7547982,-1.0382446,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152926_8b9uE"
NA,14,12,NA,5,9,NA,4.4620533,1.6852309,NA,-1.1831948,-1.12926,NA,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726152951_uhrnt"
NA,6,14,NA,6,7,NA,1.7926759,2.1548705,NA,0.26145625,1.0170593,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153032_llX3A"
NA,8,14,NA,7,6,NA,4.855134,2.812345,NA,0.007335038,1.4675628,NA,NA,NA,NA,NA,NA,NA,0.3,0.4,0.3,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153057_oZiOm"
NA,7,10,NA,6,8,NA,1.156858,2.8341432,NA,-1.585652,-1.0743245,NA,NA,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153138_dVoXj"
NA,7,4,NA,5,7,NA,4.3589725,4.239399,NA,-1.0702697,-1.3317128,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153203_ZZMIW"
NA,5,15,NA,8,5,NA,1.2417121,4.1193204,NA,-0.6153141,-0.38008404,NA,NA,NA,NA,NA,NA,NA,0.1,0.6,0.6,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153245_g0Slt"
NA,12,6,NA,6,8,NA,2.0939658,1.1976794,NA,-1.39495,0.29844177,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,0.6,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153309_4oEGm"
NA,3,3,NA,7,10,NA,3.7439296,3.0894737,NA,0.65353817,0.4434093,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.25,0,0.2,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153349_sttk3"
NA,12,11,NA,8,7,NA,2.1372633,4.040578,NA,-1.2397602,1.6943369,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153414_ymxXZ"
NA,4,6,NA,7,5,NA,2.317187,3.4020882,NA,0.38475612,-0.13714148,NA,NA,NA,NA,NA,NA,NA,0.4,0.5,0.5,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153457_edw7G"
NA,9,5,NA,5,5,NA,3.412093,3.1758356,NA,-1.4526097,0.33641684,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153613_k1mf2"
NA,4,12,NA,8,10,NA,1.9921176,1.2518376,NA,-1.8418541,1.8870015,NA,NA,NA,NA,NA,NA,NA,0.8,0.6,0.7,0.7,0.6,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153638_BzYp8"
NA,12,9,NA,5,5,NA,4.6763825,4.438927,NA,0.05685161,-1.5655116,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153720_iJ1qb"
NA,6,10,NA,10,7,NA,2.7789187,4.280009,NA,-0.050665453,-0.28553927,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153745_gmjvl"
NA,8,9,NA,8,5,NA,1.6500751,4.927761,NA,-0.42108795,1.0018569,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.2,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153826_TZUUA"
NA,13,11,NA,8,10,NA,3.1803262,3.9263816,NA,0.8202705,-0.712683,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153851_ZAXNJ"
NA,14,14,NA,6,8,NA,1.9216131,3.784018,NA,-1.5381216,-0.26869404,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153932_b0Z9g"
NA,14,9,NA,6,5,NA,1.5413861,1.1407262,NA,0.4927609,-0.45809606,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726153957_9UPRD"
NA,10,11,NA,7,6,NA,3.9325843,1.4596758,NA,-1.6894401,-0.37790278,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240726154039_WikAU"
NA,10,12,NA,7,8,NA,2.5,3,NA,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727143759_h2aKr"
NA,11,12,NA,6,8,NA,2.5663457,3.0817413,NA,0.48670903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727143821_C548O"
NA,10,12,NA,7,8,NA,2.659437,2.9943674,NA,0.49207616,0.06903344,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,0.2,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727143842_Hf10m"
NA,10,12,NA,7,8,NA,2.5,3,NA,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,0,0,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727144609_WFzkA"
NA,11,12,NA,7,8,NA,2.4036937,3.0960765,NA,0.4907673,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727144631_rGsn7"
NA,12,13,NA,6,9,NA,2.30814,2.9989367,NA,0.57233554,0.023157394,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727144716_iXs65"
NA,13,13,NA,7,8,NA,2.346633,3.0623157,NA,0.5004113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727144738_FsfzI"
NA,15,15,NA,7,9,NA,2.5,3,NA,0.5,-0.5,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727145247_eHPzK"
NA,14,16,NA,8,10,NA,2.5321116,2.9956257,NA,0.59139544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727145309_75IO1"
NA,13,18,NA,7,7,NA,2.358219,2.6331434,NA,0.4982528,-0.44587365,NA,NA,NA,NA,NA,NA,NA,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,NA,NA,NA,NA,NA,NA,NA,12,862,0.95,"replext_t2_c1.1","20240727151536_G0wCn"
NA,10,19,NA,8,9,NA,2.2757406,3.0020278,NA,0.5194113,-0.52718794,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,11,930,0.95,"replext_t2_c1.1","20240727151603_wcs6p"
NA,9,20,NA,9,11,NA,1.6532304,2.7348762,NA,0.6795267,-0.45280418,NA,NA,NA,NA,NA,NA,NA,0.5,0.6666667,0.6666667,0.5,0.6666667,NA,NA,NA,NA,NA,NA,NA,12,899,0.95,"replext_t2_c1.1","20240727151648_18gFH"
NA,7,17,NA,7,11,NA,1.524888,2.3126392,NA,0.76823133,-0.36577693,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,11,1104,0.95,"replext_t2_c1.1","20240727151715_ah4FO"
NA,12,14,NA,5,7,NA,2.8104084,3.2911005,NA,0.48787642,-0.5794242,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727152245_L5gM9"
NA,14,16,NA,5,6,NA,3.0380614,3.7539232,NA,0.45962682,-0.5796646,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,0.1,0,0.2,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727152312_lSBYN"
NA,11,15,NA,5,7,NA,3.862896,3.9053295,NA,0.39512658,-0.49175927,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,0.2,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727152355_B7WIm"
NA,17,15,NA,6,7,NA,2.6544573,3.3389525,NA,0.5238802,-0.59925276,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727153035_KtqYw"
NA,16,14,NA,7,10,NA,2.6351886,3.4304657,NA,0.5400775,-0.41531017,NA,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,0.6,0.8,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727153342_41ypu"
NA,15,13,NA,6,12,NA,2.636414,2.967467,NA,0.53424144,-0.37848917,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727153408_ZjwFR"
NA,17,18,NA,7,7,NA,2.054906,3.0693753,NA,0.5217482,-0.5377812,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727155036_s1VUB"
NA,12,14,NA,6,8,NA,2.5514898,3.360754,NA,0.43475524,-0.4420466,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727155102_naR7d"
NA,12,12,NA,9,7,NA,3.199029,3.5045414,NA,0.408779,-0.45355302,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727155145_KDbJj"
NA,11,13,NA,8,7,NA,2.3966374,2.6455073,NA,0.50095004,-0.45964065,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727155212_xYlK7"
NA,8,12,NA,8,4,NA,2.2725825,3.1246316,NA,0.49451855,-0.42344955,NA,NA,NA,NA,NA,NA,NA,0.9,0.9,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727155255_ODSJ9"
NA,13,17,NA,8,11,NA,2.6244388,3.2693172,NA,0.5501317,-0.58404225,NA,NA,NA,NA,NA,NA,NA,0.5,0.7,0.7,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727155506_HCTeC"
NA,15,12,NA,8,7,NA,2.4516146,3.1046357,NA,0.40139005,-0.5872684,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,10,1000,0.95,"replext_t2_c1.1","20240727155532_XESAA"
